id,pop,lat,lon,id2,Date,city,Elevation,plus_code,Capture_method,sex,Weiht_rams,body_width,body_circumference,Wing,Tarsus,wingspan,Beak_length,length_body,Colour_Secondary_feathers,Colour_Beak,Colour_Eye_circle,Colour_Back,Colour_Chest
mctm026,Muscat,23.2800625,57.9174375,199,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,116.26,4,12,21,4,44,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm030,Muscat,23.2800625,57.9174375,203,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,123.33,4,12,22,4,45,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm039,Muscat,23.2800625,57.9174375,212,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Female,106.6,4,12,19,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm040,Muscat,23.2800625,57.9174375,213,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,117.59,4,12,20,4,43,2.1,25,white,yellow,yellow,brown_grey,brown_grey
mctm041,Muscat,23.2800625,57.9174375,214,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,120.65,4,11,20,4,44,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm031,Muscat,23.2800625,57.9174375,204,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,123.3,4,12,20,4,42,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm032,Muscat,23.2800625,57.9174375,205,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,110.56,4,11,22,4,45,2,27,white,yellow,yellow,brown_grey,brown_grey
mctm033,Muscat,23.2800625,57.9174375,206,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,118.66,4,12,21,4,44,2.2,27,white,yellow,yellow,brown_grey,brown_grey
mctm034,Muscat,23.2800625,57.9174375,207,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Female,97.7,4,11,20,4,44,2,25.5,white,yellow,yellow,brown_grey,brown_grey
mctm035,Muscat,23.2800625,57.9174375,208,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Female,113.96,4,11.5,20,4,43,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm036,Muscat,23.2800625,57.9174375,209,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,130.22,4,12,22,4,44.5,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm037,Muscat,23.2800625,57.9174375,210,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Female,122.2,4,11,20,4,41,2.2,25,white,yellow,yellow,brown_grey,brown_grey
mctm038,Muscat,23.2800625,57.9174375,211,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Female,120,4,12.5,21,4,43,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm042,Muscat,23.2800625,57.9174375,215,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Female,114.55,4,12,21,4,44.5,1.9,2.4,white,yellow,yellow,brown_grey,brown_grey
mctm051,Muscat,23.5724375,58.6121875,224,1/9/24,Muscat,23,7HMWHJC6+XVF,Shoot,Female,104.74,4,11,20,4,42.5,2.1,25,white,yellow,yellow,brown_grey,brown_grey
mctm052,Muscat,23.5724375,58.6121875,225,1/9/24,Muscat,23,7HMWHJC6+XVF,Shoot,Male,104.1,4,11,19.5,4,41,2,25.5,white,yellow,yellow,brown_grey,brown_grey
mctm053,Muscat,23.5591875,58.4279375,226,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Male,128.51,4,12.5,22.2,4,46,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm043,Muscat,23.2800625,57.9174375,216,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,134,4,12,21,4,44,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm044,Muscat,23.2800625,57.9174375,217,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,106.62,4,11,21,4,43,1.9,25,white,yellow,yellow,brown_grey,brown_grey
mctm045,Muscat,23.2800625,57.9174375,218,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,119.24,4,12,22,4,45,2.2,27,white,yellow,yellow,brown_grey,brown_grey
mctm046,Muscat,23.2800625,57.9174375,219,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,126.73,4,12,20,4,44.5,2.1,26.5,white,yellow,yellow,brown_grey,brown_grey
mctm047,Muscat,23.5594375,58.4134375,220,1/9/24,Bousher,110,7HMWHC57+Q9,Shoot,Male,181.87,4,12,21,4,45,2,27,white,yellow,yellow,brown_grey,brown_grey
mctm048,Muscat,23.5594375,58.4134375,221,1/9/24,Bousher,110,7HMWHC57+Q9,Shoot,Male,134.16,4,12,20,4,44,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm049,Muscat,23.5594375,58.4134375,222,1/9/24,Bousher,110,7HMWHC57+Q9,Shoot,Male,94.72,4,10.7,20,3.5,44,1.9,25,white,yellow,yellow,brown_grey,brown_grey
mctm050,Muscat,23.5724375,58.6121875,223,1/9/24,Muscat,23,7HMWHJC6+XVF,Shoot,Female,115.3,4,12,20,4,42.5,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm054,Muscat,23.5591875,58.4279375,227,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Male,99.41,4,10.5,20.5,3.5,45,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm063,Muscat,23.6205625,58.5670625,235,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Male,116.14,4,11.5,19,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm064,Muscat,23.6205625,58.5670625,236,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Male,113.35,4,11,21,3.5,45,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm065,Muscat,23.6205625,58.5670625,237,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Female,127.3,4,12,19,4,42.5,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm055,Muscat,23.5591875,58.4279375,228,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Male,112.05,4,12,20.5,3.5,44,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm056,Muscat,23.5591875,58.4279375,229,1/9/24,Bousher,440,7HMWHC5H+M5F,Shoot,Male,101,4,10,19,4,42,2.2,25,white,yellow,yellow,brown_grey,brown_grey
mctm057,Muscat,23.5591875,58.4279375,230,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Male,123.25,4,11.5,21,4,43,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm058,Muscat,23.5591875,58.4279375,231,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Female,104.48,4,12,20,4,43,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm059,Muscat,23.5591875,58.4279375,232,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Female,99.85,4,12,19,4,42,2,24,white,yellow,yellow,brown_grey,brown_grey
mctm060,Muscat,23.5591875,58.4279375,233,1/9/24,Amerat,440,7HMWHC5H+M5F,Shoot,Male,111.63,4,12.5,21,4,46,2.2,26.5,white,yellow,yellow,brown_grey,brown_grey
mctm062,Muscat,23.6205625,58.5670625,234,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Female,117,4,11,20.5,3.5,44.5,2,26.5,white,yellow,yellow,brown_grey,brown_grey
mctm066,Muscat,23.6205625,58.5670625,238,1/9/24,Amerat,22,7HMWJHC8+6RG,Shoot,Female,95.88,4,11,19,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm075,Muscat,23.5671875,58.6155625,247,1/22/24,Muscat,8,7HMWHJ88+V6,Shoot,Male,126.76,3,13,22,4,45,2.3,26,white,yellow,yellow,brown_grey,brown_grey
mctm076,Muscat,23.5671875,58.6155625,248,1/22/24,Muscat,8,7HMWHJ88+V6,Shoot,Male,109.83,4,10,21.5,4,44,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm077,Muscat,23.5671875,58.6155625,249,1/22/24,Muscat,8,7HMWHJ88+V6,Shoot,Female,130.46,4,12,22,4,44,2.1,25.5,white,yellow,yellow,brown_grey,brown_grey
mctm067,Muscat,23.6205625,58.5670625,239,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Male,122.66,4,12,22,4,46.5,2,27,white,yellow,yellow,brown_grey,brown_grey
mctm068,Muscat,23.6205625,58.5670625,240,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Male,114.85,4,11,19,4,42.5,2,26,white,yellow,yellow,brown_grey,brown_grey
mctm069,Muscat,23.6205625,58.5670625,241,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Female,117.69,4,12,21,4,44,2,25.5,white,yellow,yellow,brown_grey,brown_grey
mctm070,Muscat,23.6205625,58.5670625,242,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Male,117.36,4,11,19.5,4,44,2.1,26.5,white,yellow,yellow,brown_grey,brown_grey
mctm071,Muscat,23.6205625,58.5670625,243,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Male,122.19,4,12,21,4,45.5,2.1,26,white,yellow,yellow,brown_grey,brown_grey
mctm072,Muscat,23.6205625,58.5670625,244,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Female,98.56,4,11,20,4,42,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm073,Muscat,23.6205625,58.5670625,245,1/9/24,Matrah,22,7HMWJHC8+6RG,Shoot,Female,132.26,4,12,22.2,4,47,2,27,white,yellow,yellow,brown_grey,brown_grey
mctm074,Muscat,23.5671875,58.6155625,246,1/22/24,Muscat,8,7HMWHJ88+V6,Shoot,Female,101.02,4,11,21,4,43.5,2,24,white,yellow,yellow,brown_grey,brown_grey
mctm079,Muscat,23.5671875,58.6155625,250,1/22/24,Muscat,8,7HMWHJ88+V6,Shoot,Female,126.21,4,12,22,4,46,2.4,26,white,yellow,yellow,brown_grey,brown_grey
mctm095,Muscat,23.5724375,58.6121875,307,1/22/24,Muscat,10,7HMWHJC6+XVF,Shoot,Female,99.57,4,11.5,21.5,4,43,2,24.5,white,yellow,yellow,brown_grey,brown_grey
mctm098,Muscat,23.6966875,58.1534375,258,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,Female,111.6,4,11,21,4,43,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm100,Muscat,23.6966875,58.1534375,259,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,Female,99.38,4,10.5,22,4,42,2.1,25.5,white,yellow,yellow,brown_grey,brown_grey
mctm081,Muscat,23.6966875,58.1534375,254,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,Female,95.44,4,10,21,4,32.5,2.1,24.5,white,yellow,yellow,brown_grey,brown_grey
mctm082,Muscat,23.5671875,58.6155625,251,1/22/24,Muscat,8,7HMWHJ88+V6,Shoot,Female,111.72,4,12,20.5,4,43.5,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm087,Muscat,23.5724375,58.6121875,304,1/22/24,Muscat,10,7HMWHJC6+XVF,Shoot,Male,136.3,4,12,22,4,46,2,26.5,white,yellow,yellow,brown_grey,brown_grey
mctm088,Muscat,23.6966875,58.1534375,255,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,,126.82,4,12,22,4,45,2.2,26,white,yellow,yellow,brown_grey,brown_grey
mctm089,Muscat,23.5724375,58.6121875,305,1/22/24,Muscat,10,7HMWHJC6+XVF,Shoot,Female,105.01,4,12,21,4,42,2,25,white,yellow,yellow,brown_grey,brown_grey
mctm090,Muscat,23.6966875,58.1534375,256,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,Male,116.3,4,11.5,22,,44.5,2.2,26,white,yellow,yellow,brown_grey,brown_grey
mctm092,Muscat,23.5724375,58.6121875,306,1/22/24,Muscat,10,7HMWHJC6+XVF,Shoot,Female,98.96,4,12,20.5,4,43,2.2,24,white,yellow,yellow,brown_grey,brown_grey
mctm093,Muscat,23.6966875,58.1534375,257,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,Female,106.44,4,12,21,4,43,2.1,25,white,yellow,yellow,brown_grey,brown_grey
mctm101,Muscat,23.6966875,58.1534375,260,1/22/24,Seeb,4,7HMWM5W3+M9F,Shoot,Male,125.71,4,13,22,4,44,2.1,26,white,yellow,yellow,brown_grey,brown_grey
NBM44,North Batinah,24.3783125,56.7399375,86,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,117.42,4,11.5,20.2,4,42,2.2,27,white,yellow,yellow,brown_grey,brown_grey
NBM45,North Batinah,24.3783125,56.7399375,87,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,123.4,4,12,21,4,43,2.2,26,white,yellow,yellow,brown_grey,brown_grey
mctm102,Muscat,23.5724375,58.6121875,308,1/22/24,Muscat,10,7HMWHJC6+XVF,Shoot,Female,102.87,4,11,20.5,4,43,2,24.5,white,yellow,yellow,brown_grey,brown_grey
mctm103,Muscat,23.5724375,58.6121875,309,1/22/24,Muscat,10,7HMWHJC6+XVF,Shoot,Male,89.87,4,12,20,4,41,2,23,white,yellow,yellow,brown_grey,brown_grey
NBM38,North Batinah,24.3783125,56.7399375,80,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Female,101.22,3.8,11.5,20,3.8,41,1.8,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM39,North Batinah,24.3783125,56.7399375,82,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,99.37,4,11,21,4,43,2.2,25,white,yellow,yellow,brown_grey,brown_grey
NBM40,North Batinah,24.3783125,56.7399375,81,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,115.24,4,12.8,20,4,42,2.2,28,white,yellow,yellow,brown_grey,brown_grey
NBM41,North Batinah,24.3783125,56.7399375,83,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,115.58,4,13,22.1,4,45,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM42,North Batinah,24.3783125,56.7399375,84,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Female,101.47,4,11,20,4,41,2.1,26,white,yellow,yellow,brown_grey,brown_grey
NBM43,North Batinah,24.3783125,56.7399375,85,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,112.02,4,11,21,4,44,2.2,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM047,North Batinah,24.3783125,56.7399375,89,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,84.43,4,11,19,4,39.5,2,23.5,white,yellow,yellow,brown_grey,brown_grey
NBM066,North Batinah,24.5620625,56.5744375,98,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Female,131.22,4,12.5,21.5,4,43,2.2,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM0068,North Batinah,24.5620625,56.5744375,99,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Male,133.53,4,12.5,22,4,44,2.5,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM48,North Batinah,24.3783125,56.7399375,90,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,105.42,4,11,19,4,40,2,23.5,white,yellow,yellow,brown_grey,brown_grey
NBM050,North Batinah,24.3783125,56.7399375,92,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Female,116.29,4,12,21.5,4,42.5,2,24.5,white,yellow,yellow,brown_grey,brown_grey
NBM051,North Batinah,24.3783125,56.7399375,93,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Female,111.5,4,12.2,21.5,4,43,2.2,26,white,yellow,yellow,brown_grey,brown_grey
NBM052,North Batinah,24.3783125,56.7399375,94,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,115.24,4,12,21,4,42.5,2.2,27,white,yellow,yellow,brown_grey,brown_grey
NBM058,North Batinah,24.5620625,56.5744375,95,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Female,120.52,4,12,21,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM062,North Batinah,24.5620625,56.5744375,96,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Female,123.93,4,13,20,4,43,2,25.5,white,yellow,yellow,brown_grey,brown_grey
NMB065,North Batinah,24.5620625,56.5744375,97,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Female,112.31,4,11.5,21,4,44,2.1,26,white,yellow,yellow,brown_grey,brown_grey
NBM073,North Batinah,24.5620625,56.5744375,104,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Male,107.13,4,12,20,4,41,2,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM075,North Batinah,24.7464375,56.4716875,106,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,90.82,4,11.5,19,3.5,40,2.1,25,white,yellow,orange,brown_grey,brown_grey
NBM076,North Batinah,24.7464375,56.4716875,107,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,123.15,4,12.5,21,4,42.5,2.2,26,white,yellow,orange,brown_grey,brown_grey
NBM077,North Batinah,24.7464375,56.4716875,108,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,115.72,4,12,22,4,44,2.2,26,white,yellow,yellow,brown_grey,brown_grey
NBM078,North Batinah,24.7464375,56.4716875,109,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,118.71,4,13,21,4,43,2.1,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM085,North Batinah,24.7464375,56.4716875,116,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,100.31,4,12,20.5,4,41.5,2.1,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM086,North Batinah,24.7464375,56.4716875,117,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,100.96,4,12,20,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
NBM087,North Batinah,24.7464375,56.4716875,118,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,102.6,4,12,20.2,4,42,2,24.5,white,yellow,yellow,brown_grey,brown_grey
NBM088,North Batinah,24.7464375,56.4716875,119,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,106.06,4,12,22,4,45,2,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM089,North Batinah,24.7464375,56.4716875,120,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,116.81,4,12.5,22,4,44.5,2.2,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM097,North Batinah,24.3783125,56.7399375,128,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,101.93,4,11,19,4,41,2.1,25,white,yellow,yellow,brown_grey,brown_grey
NBM098,North Batinah,24.3783125,56.7399375,129,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,125.14,4,14,22,4,45.5,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM099,North Batinah,24.3783125,56.7399375,130,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,131.26,4,13,21,4,44,2.6,26,white,yellow,yellow,brown_grey,brown_grey
NBM100,North Batinah,24.3783125,56.7399375,131,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,116.49,4,12,20,4,44,2.2,27,white,yellow,yellow,brown_grey,brown_grey
NBM101,North Batinah,24.3783125,56.7399375,132,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Male,139.25,4,13,21,4,41,2.2,26.5,white,yellow,orange,brown_grey,brown_grey
NBM102,North Batinah,24.3783125,56.7399375,133,1/4/24,Sohar,4,7HPR9PHQ+8X,Shoot,Female,109.46,4,12,20,4,42,2,25,white,yellow,yellow,brown_grey,brown_grey
SAHM013,North Batinah,24.1661875,56.8946875,22,12/7/23,Saham,16,7HPR5V8V+FVF,Shoot,Male,115.19,4,13.2,19,4,41.7,2,27.5,black,yellow,yellow,brown_grey,brown_grey
mctm017,Muscat,23.2800625,57.9174375,190,1/4/24,Quriyat,33,7HMV7WJ8+2XG,Shoot,Male,116.57,4,12,21,4,43,2,26.5,white,yellow,yellow,brown_grey,brown_grey
NBM046,North Batinah,24.3783125,56.7399375,88,12/27/23,Sohar,4,7HPR9PHQ+8X,Shoot,Male,117.36,4,12,21,4,43,2,26,white,yellow,yellow,brown_grey,brown_grey
NBM069,North Batinah,24.5620625,56.5744375,100,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Female,100.51,4,12,20,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
NBM072,North Batinah,24.5620625,56.5744375,103,12/27/23,Liwa,1,7HPRHH6F+RQG,Shoot,Male,130.7,4,13,21,4,42,2.1,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM079,North Batinah,24.7464375,56.4716875,110,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,112,4,11,20.5,4,43,2.2,25.5,white,yellow,yellow,brown_grey,brown_grey
NBM080,North Batinah,24.7464375,56.4716875,111,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Female,89.52,4,11,20,4,41,2,25,white,yellow,yellow,brown_grey,brown_grey
NBM080/81,North Batinah,24.7464375,56.4716875,112,1/3/24,Shinas,3,7HPRPFWC+HMF,Shoot,Male,109.93,4,12,21,4,45,2.2,26,white,yellow,orange,brown_grey,brown_grey
